"","from","to","strength"
"321","al_scale","blackEquality",-72.4968662018218
"322","ukipUnited","grnUnited",-245.587699730122
"323","Age","al4",-89.1930228604288
"324","effectsEUImmigration","effectsEUUnemployment",-260.857313322062
"325","certaintyEULD","euKnow1",-21.2425930026711
"326","likeLD","EUIntegrationLD",-101.436708732021
"327","locus2","parentsForeign",-137.983491494615
"328","livedAbroad","friendsEU",-84.3795051384559
"329","EUIntegrationUKIP","likeFarage",-60.4799063049213
"330","likeUKIP","bestPM",-39.9378487342256
"331","immigSelf","immigrantsWelfareState",-40.2197718896496
"332","euSources_1","euSources_3",-64.8337626952934
"333","generalElectionVote","pccVote1",-15.0357170838543
"334","Age","profile_household_children",-132.288041096628
"335","socialDes_dk","socialDes_2",-82.0230090599457
"336","likeUKIP","englishness",-26.8832122488511
"337","EUIntegrationCon","socialIdentityGlobalRemain",-23.7776079154646
"338","likeLab","echr",-13.4649238971797
"339","certaintyEUCon","conUnited",-32.349525394533
"340","tuSupport","immigCon",-57.5218562177652
"341","likeCon","housing",-85.3354768674799
"342","likeUKIP","campaigninfoLeave",-18.1094782040618
"343","UKsovereignty","prefTradeoff",-42.5839817983506
"344","tuSupport","ldSupport",-127.094559923338
"345","immigGreen","euLeaveScotIndep",-21.1410641739349
"346","ldUnited","certaintyEULD",-337.957674030169
"347","conSupport","partyIdEU",-36.7558523588432
"348","immigLab","ukipUnited",-15.8580928236224
"349","profile_turnout_2015","euRefCertainty",-113.135957537521
"350","al3","al5",-100.058228810451
"351","efficacyEU","leaveImpactSelf",-26.780670828608
"352","effectsEUUnemployment","euUKRich",-63.0207360338318
"353","infoSourceTV","euSources_99",-50.0161377735824
"354","euSources_2","euSources_5",-103.11642128674
"355","changeEconomy","satDemUK",-59.7291579503726
"356","immigrantsWelfareState","al2",-28.7889705124453
"357","euKnow1","franceFairShare",-56.4746047022199
"358","Age","likeGove",-90.0287148160169
"359","Age","profile_past_vote_2005",-134.07072285954
"360","immigSelf","effectsEUImmigration",-47.0992578959085
"361","euLawsLevel","satDemEU",-12.2118246081063
"362","riskTaking","locus2",-66.7681190094227
"363","immigCultural","likeCorbyn",-16.9406731468152
"364","countryOfBirth","livedAbroad",-118.614754413832
"365","polAttention","ldUnited",-51.9130739284883
"366","ukCoopCAP","ukCoopEuro",-29.685781300931
"367","gender","personality_agreeableness",-125.756882294188
"368","efficacyPolCare","locus1",-66.1042628301857
"369","euUKRich","euLawsLevel",-56.2017543870134
"370","parentsForeign","locus1",-30.2554625937537
"371","polAttention","EUIntegrationUKIP",-69.0516941796122
"372","labSupport","parliamentSupport",-69.7513236147242
"373","likeLab","lr1",-25.5855788207155
"374","euUKRich","betterDealEU",-9.18824269315337
"375","familiesMore","immigCultural",-42.077863689703
"376","personality_openness","personality_neuroticism",-147.381062333821
"377","euParlOverRide","euRedTape",-19.3139035793647
"378","germanyFairShare","ukCoopTrade",-36.4219904361589
"379","certaintyEULD","likeGove",-18.5715099126974
"380","infoSourceTV","euSources_3",-20.7943962322588
"381","Age","gayEquality",-59.4040019199783
"382","locus2","languageSkills",-34.8434497303879
"383","tolUncertain3","riskTaking",-13.3246160960707
"384","certaintyUKLeave","ukCoopWorkers",-17.1722489671665
"385","polAttention","profile_turnout_2015",-22.6187058169717
"386","immigSelf","changeImmig",-30.6753120290086
"387","euSources_2","likeCon",-42.2859819715504
"388","immigLab","blackEquality",-17.2379012062211
"389","likeOsborne","campaigninfoRemain",-27.0267464850713
"390","immigLab","euKnow2",-8.96656436175999
"391","leaveTone","campaigninfoLeave",-170.890638791474
"392","euMore","benefitsToMigrants",-9.11654588299098
"393","euCloser","europeanness",-46.1566882377974
"394","polKnowClegg","polKnowOsborne",-111.961307692481
"395","efficacyEU","immigCon",-52.6407730267456
"396","partyIdEU","euRefExpectation",-22.9321188747199
"397","franceFairShare","UKsovereignty",-35.075330844822
"398","likeLab","partyId",-96.1156358232147
"399","likeBoris","monarch",-51.4173595808425
"400","likeCameron","profile_past_vote_2015",-7.12961548108069
"401","socialDes_none","polKnowMiliband",-83.8762343439521
"402","socialIdentityGlobalLeave","partyIdEU",-39.6177884774406
"403","polAttention","partyMember",-41.8207727392437
"404","profile_education_age","subjClass",-26.7528546998728
"405","campaigninfoLeave","immigrantsWelfareState",-31.8540449741104
"406","languageSkills","education",-71.3577535161348
"407","certaintyEUUKIP","proConLeave",-7.42239672295909
"408","euKnow6","euKnow3",-34.3517268261348
"409","al2","al4",-63.2528090646938
"410","germanyFairShare","britainFairShare",-139.531153454223
"411","efficacyUnderstand","riskTaking",-11.4307253965508
"412","certaintyEULD","immigGreen",-56.0778077621508
"413","profile_past_vote_2015","profile_past_vote_2005",-28.9198864946702
"414","ldSupport","conSupport",-114.204116621918
"415","studentsMore","immigEcon",-15.4420276682067
"416","EUIntegrationLab","conSupport",-70.0287482218991
"417","effectsEUNHS","ukCoopMovement",-25.5105191413813
"418","euKnow6","effectsEUTrade",-20.5695097017651
"419","EUIntegrationUKIP","EUIntegrationSelf",-51.2783293759476
"420","al1","lr3",-29.3543389396964
"421","certaintyEUUKIP","leaveTone",-13.5767763601543
"422","partyIdEU","partyId",-93.7552661585141
"423","changeImmig","changeCostLive",-196.482358345696
"424","Age","changeCostLive",-31.1513448862024
"425","immigEcon","immigContributeTake",-32.2164044365963
"426","likeUKIP","euRefCertainty",-32.6493769461104
"427","euRefInterest","EUMIICategory",-18.191092364923
"428","polAttention","infoSourceInternet",-44.0040343946803
"429","likeFarage","likeLab",-30.5341812312399
"430","immigEcon","education",-3.32300980170839
"431","certaintyUKLeave","socialIdentityGlobalLeave",-17.9531773321614
"432","polAttention","certaintyEUUKIP",-39.6977356921961
"433","lr_scale","changeEconomy",-59.9715160588858
"434","labUnited","likeCorbyn",-109.182276323536
"435","changeImmig","childBenefitsRepatriate",-35.3081378096822
"436","conUnited","ukipUnited",-100.035361163809
"437","polAttention","polKnowMay",-12.8723416383746
"438","locus2","econPersonalRetro",-53.4967210784325
"439","immigCon","certaintyEULD",-20.9728015856654
"440","certaintyEUUKIP","certaintyEULD",-78.050984113097
"441","effectsEUUnemployment","euLeaveBigBusiness",-41.7351541168809
"442","euKnow2","euKnow5",-24.0006972395049
"443","changeEconomy","econGenRetro",-83.7710338622664
"444","effectsEUEcon","euUndermineIdentity",-11.9489107314748
"445","personality_neuroticism","locus2",-89.9307715504292
"446","familiesMore","immigSelf",-72.3474981821546
"447","euLawsLevel","EUIntegrationSelf",-24.5100916625015
"448","campaigninfoRemain","euUKRich",-47.8810784349807
"449","likeUKIP","profile_past_vote_2015",-18.1453944933037
"450","certaintyUKLeave","franceFairShare",-28.2845371771873
"451","campaigninfoLeave","prefTradeoff",-17.1825220271603
"452","discussPolDays","euSources_4",-43.5350862279311
"453","germanyFairShare","immigContributeTake",-6.78755145856485
"454","education","ns_sec_analytic",-33.6496492956467
"455","infoSourceTV","euSources_5",-71.3643563187416
"456","partyIdEU","generalElectionVote",-82.4407532610767
"457","al5","euParlOverRide",-38.8517915968332
"458","certaintyUKLeave","effectsEUWorkers",-60.5164107349428
"459","certaintyEUUKIP","certaintyUKRemain",-5.18672702416734
"460","polAttention","likeFarage",-16.1831256034893
"461","Age","changeImmig",-54.2083843743312
"462","certaintyEULD","ukCoopCAP",-5.25175782782571
"463","gor","pccVote1",-75.5966542999286
"464","immigrantsWelfareState","efficacyPolCare",-8.84548923137118
"465","effectsEUWorkers","euLeaveVoice",-49.1702531730971
"466","euLawsLevel","turkey",-4.11152571738785
"467","likeGove","businessSupport",-11.9442107727355
"468","immigCon","EUIntegrationCon",-210.041594500472
"469","immigLab","EUIntegrationCon",-91.7734205293891
"470","effectsEUTrade","euRedTape",-5.33516823302307
"471","ukCoopMovement","euMemberJoin",-19.5259878453271
"472","effectsEUNHS","beliefTradeoff",-15.0109906589732
"473","likeOsborne","betterDealEU",-5.26260127323076
"474","likeCameron","labUnited",-1.13123612967502
"475","locus1","partyMember",-26.6969030016653
"476","immigCultural","likeUKIP",-4.08355161952932
"477","gender","likeGrn",-37.1966131658373
"478","studentsMore","asylumMore",-48.5000171439169
"479","likeGove","polKnowBercow",-6.45636295811892
"480","profile_ethnicity","profile_religion",-57.8770754347024
"481","immigCon","likeCameron",-189.341048219732
"482","likeCon","disability",-73.9437583420477
"483","partyMember","partyContact1",-64.8648269096775
"484","al_scale","changeCrime",-15.4963113601716
"485","polAttention","likeFarron",-56.5853196126445
"486","ukipUnited","parliamentSupport",-28.0505992367243
"487","socialDes_dk","profile_religion_denom",-24.8597121336024
"488","effectsEUFinance","leaveImpactSelf",-37.6840830275796
"489","personality_openness","riskTaking",-139.193748951719
"490","workingStatus","profile_gross_personal",-7.51303546313648
"491","al4","monarch",-13.2579430084152
"492","immigrantsWelfareState","benefitsToMigrants",-6.97767864771049
"493","Age","pccTurnout",-20.8957688585797
"494","prevJob","socialDesScale",-53.1148317038533
"495","discussPolDays","euDominance",-21.4421806178689
"496","certaintyEUUKIP","ukCoopEuro",-7.59705272326482
"497","tolUncertain2","locus1",-43.2929371716418
"498","immigGreen","gender",-4.33361488741502
"499","euSources_1","Age",-8.98164523715968
"500","likeUKIP","al2",-1.80197783443873
"501","EUIntegrationUKIP","ukipUnited",-61.8792878893473
"502","tolUncertain3","livedAbroad",-17.0033777796143
"503","euRefInterest","euSources_5",-17.1726704115936
"504","euRefInterest","euSources_1",-41.9304099012215
"505","personality_agreeableness","Age",-71.9311959817605
"506","likeFarage","likeGove",-51.6576051255361
"507","euSources_2","likeGove",-59.1341131370973
"508","noneuMore","familiesMore",-81.930892059574
"509","profile_education_age","profile_newspaper_readership_201",-3.16131510708874
"510","likeCon","ukCoopWorkers",-48.7168897222382
"511","euRefTurnout","postalapply",-66.9341590226104
"512","likeLab","subjClass",-39.7485579940876
"513","lr4","lr1",-40.4530061136975
"514","likeLD","euCloser",-33.3932005225906
"515","efficacyEU","effectsEUEcon",-25.0256376460347
"516","likeLD","likeOsborne",-15.97643315612
"517","euMore","europeanness",-33.7614622472265
"518","Age","likeAlanJohnson",-91.7135925462499
"519","likeBennett","likeAlanJohnson",-71.2417315750936
"520","satDemEng","efficacyPolCare",-55.6437247715239
"521","labSupport","conUnited",-31.5663055260611
"522","infoSourceInternet","infoSourceRadio",-49.7576244401989
"523","likeCameron","likeFarron",-97.6259427339901
"524","lr4","lr5",-46.8738364001674
"525","gender","germanyFairShare",-38.1075535059244
"526","asylumMore","likeBennett",-10.6135447459928
"527","euLeaveScotIndep","euRefFinal",-22.5132397472325
"528","ukipUnited","certaintyUKLeave",-37.5269763822816
"529","socialDes_3","housing",-33.0876519060166
"530","euParlOverRide","echr",-16.2966362172829
"531","immigSelf","betterDealEU",-17.5814235827911
"532","certaintyUKLeave","euRefExpectation",-18.9377555161336
"533","Age","britishness",-44.1764843864094
"534","Age","euRedTape",-38.6044201911645
"535","polAttention","conSupport",-0.512096084094082
"536","pccTurnout","postalapply",-47.9785298375591
"537","socialIdentityGlobalLeave","infoSourcePeople",-25.9198535231044
"538","englishness","profile_ethnicity",-72.1135015988202
"539","immigLab","effectsEUTrade",-12.5106832503388
"540","euRefInterest","UKsovereignty",-9.0891160633837
"541","certaintyUKLeave","effectsEUFinance",-18.8216315643531
"542","gender","changeNHS",-44.482882893366
"543","efficacyEU","likeCon",-12.7398170794168
"544","certaintyUKLeave","ukCoopTrade",-22.079393951878
"545","ldSupport","cabinetSupport",-44.385866493968
"546","euSources_5","euSources_3",-41.0198239607007
"547","infoSourcePeople","euSources_3",-15.2601391024391
