"","from","to","strength"
"134","immigrantsWelfareState","changeImmig",-39.2434667985954
"135","socialDes_none","socialDes_1",-291.248573443715
"136","likeCorbyn","bestPM",-475.215779043485
"137","euUndermineIdentity","ukCoopWorkers",-29.0135632851261
"138","immigrantsWelfareState","al2",-25.343264316537
"139","euRefInterest","polAttention",-271.481423289315
"140","profile_turnout_2015","satDemEng",-26.124133383837
"141","labSupport","ldSupport",-307.5944639741
"142","profile_turnout_2015","marital",-101.16330814001
"143","conUnited","labUnited",-395.96038942909
"144","immigrantsWelfareState","benefitsToMigrants",-21.7794795239552
"145","euLeaveBigBusiness","effectsEUUnemployment",-108.860798929157
"146","EUIntegrationSelf","leaveTone",-6.14070719913798
"147","personality_extraversion","personality_openness",-546.449366859923
"148","euUndermineIdentity","campaigninfoLeave",-6.4725751035603
"149","britishness","englishness",-314.821510498887
"150","likeFarron","likeLD",-264.501091966076
"151","likeFarron","likeAlanJohnson",-175.461977470186
"152","conSupport","EUIntegrationCon",-549.96121421944
"153","likeCameron","changeEconomy",-24.9999936199047
"154","remainTone","proConRemain",-208.716209608374
"155","likeUKIP","socialIdentityGlobalLeave",-29.1820646782362
"156","changeEconomy","changeNHS",-226.35355141823
"157","immigGreen","certaintyEUGreen",-479.741033052055
"158","certaintyEULD","immigLD",-418.60382975189
"159","benefitsToMigrants","childBenefitsRepatriate",-156.818136784716
"160","euLeaveBigBusiness","euLeaveScotIndep",-104.358287371962
"161","polKnowMiliband","socialDes_none",-2.41806684171206
"162","personality_openness","personality_agreeableness",-339.051634046704
"163","effectsEUUnemployment","effectsEUTerror",-92.4497842335131
"164","prevJob","selfOccStatus",-448.760551395069
"165","likeFarron","likeBennett",-304.480985193093
"166","EUIntegrationSelf","ukCoopEuro",-76.8093139555431
"167","socialDes_3","polKnowMiliband",-429.000705053822
"168","changeImmig","changeCrime",-212.433883197486
"169","ldUnited","likeFarron",-172.15743388876
"170","grnUnited","ukipUnited",-237.360996855342
"171","englishness","country",-412.675949028024
"172","likeCameron","satDemUK",-17.4522153459147
"173","ukCoopWorkers","ukCoopCAP",-68.7389064203071
"174","euMore","immigSelf",-200.482556922858
"175","locus2","livedAbroad",-55.6500231710609
"176","ukCoopWorkers","ukCoopTrade",-104.812290712832
"177","Age","EUMIICategory",-69.0100858713377
"178","al_scale","blackEquality",-35.9749464531669
"179","immigSelf","britainFairShare",-9.63336227117816
"180","certaintyEULD","ldUnited",-107.842917022134
"181","satDemUK","satDemEU",-499.351046969121
"182","euLawsLevel","satDemEU",-3.44576717057589
"183","euUndermineIdentity","euLeaveVoice",-19.8705666251453
"184","likeUKIP","partyIdEU",-15.4323220464603
"185","effectsEUUnemployment","effectsEUImmigration",-101.817666474228
"186","RPrivSchnew_dk","privatePrimarySchool",-352.269683142535
"187","euMore","studentsMore",-234.759433977626
"188","remainTone","campaigninfoRemain",-152.46708853197
"189","socialDes_1","socialDes_2",-1140.8024657881
"190","socialDes_4","socialDes_2",-990.756005543145
"191","socialDes_3","socialDes_2",-509.284329114438
"192","socialDes_dk","profile_religion_denom",-25.0110853705864
"193","socialDes_1","socialDes_4",-434.280919820351
"194","immigLab","certaintyEUCon",-46.7569169466942
"195","lr_scale","likeCameron",-58.0309072442469
"196","socialIdentityGlobalRemain","socialIdentityGlobalLeave",-514.83136367543
"197","immigCon","immigUKIP",-142.760946196961
"198","immigrantsWelfareState","euUndermineIdentity",-45.9022565565656
"199","immigCultural","euCloser",-43.3130230809056
"200","discussPolDays","polAttention",-140.418875727843
"201","locus1","parentsForeign",-88.4573200077282
"202","polKnowMiliband","polKnowBercow",-411.073460624141
"203","immigEcon","socialIdentityGlobalRemain",-9.64835224632952
"204","socialIdentityGlobalRemain","normEU",-90.0925405462895
"205","polAttention","infoSourceTV",-100.27470029614
"206","euKnow6","euKnow2",-96.9065208234633
"207","euKnow6","euKnow1",-142.130843456363
"208","britishness","monarch",-112.359230571287
"209","prefTradeoff","beliefTradeoff",-255.722522568501
"210","immigSelf","immigCultural",-65.483320314509
"211","friendsEU","languageSkills",-64.2210758819515
"212","effectsEUEcon","effectsEUNHS",-102.891440398051
"213","likeCon","likeBoris",-80.6903009545567
"214","lr4","efficacyPolCare",-58.0065817152999
"215","euUndermineIdentity","effectsEUEcon",-39.1866041035237
"216","euLawsLevel","euUKRich",-49.255130538445
"217","polAttention","infoSourcePaper",-28.8154211556239
"218","prevJob","profile_turnout_2015",-16.4248585827462
"219","euUKRich","leaveImpactSelf",-19.3215291747347
"220","EUIntegrationCon","immigLab",-99.7934424758005
"221","EUIntegrationSelf","socialIdentityGlobalLeave",-18.668460027844
"222","immigCultural","ukCoopMovement",-15.0140075217669
"223","profile_household_children","preschoolChildrenInHousehold",-256.869026411206
"224","likeCon","likeCorbyn",-167.016128674864
"225","ukipUnited","conUnited",-67.4512814098298
"226","englishness","countryOfBirth",-301.248307064968
"227","tolUncertain3","locus2",-82.7126449669868
"228","efficacyEU","certaintyUKLeave",-61.4050488053772
"229","Age","tolUncertain3",-62.4819515606114
"230","education","edlevel",-103.471167765243
"231","UKsovereignty","EUIntegrationSelf",-371.320500182193
"232","certaintyEUGreen","EUIntegrationGreen",-148.521545844293
"233","UKsovereignty","euParlOverRide",-87.0398543808478
"234","languageSkills","gor",-24.3082907429816
"235","lr5","lr_scale",-97.0381173757851
"236","gor","localTurnoutRetro",-10.9321729938356
"237","euKnow1","euKnow5",-54.8020270870893
"238","asylumMore","euMore",-229.62046104444
"239","euSources_2","profile_newspaper_readership_201",-75.306574793638
"240","tolUncertain1","tolUncertain2",-208.705681301777
"241","immigSelf","immigrantsWelfareState",-84.0884306448297
"242","polAttention","euKnow6",-15.511241763983
"243","campaigninfoLeave","leaveTone",-78.2120719021723
"244","discussPolDays","euRefInterest",-40.7147417752312
"245","immigCultural","education",-1.9520892154851
"246","ldUnited","labUnited",-120.879070466192
"247","tolUncertain2","locus1",-110.25135021992
"248","lr3","lr2",-406.453484508263
"249","studentsMore","noneuMore",-72.1445285411337
"250","likeUKIP","ukipUnited",-3.71170865265776
"251","immigEcon","euLawsLevel",-13.995004226027
"252","grnUnited","likeBennett",-95.3114783048568
"253","satDemEU","remainTone",-29.7888198660894
"254","ukCoopCAP","franceFairShare",-47.8506632552817
"255","UKsovereignty","effectsEUTrade",-43.5109203098455
"256","Age","country",-90.3062760957346
"257","languageSkills","country",-493.475195377354
"258","euMore","immigEcon",-119.988016041327
"259","euUKRich","effectsEUUnemployment",-76.737102545756
"260","likeAlanJohnson","polAttention",-45.7402130791961
"261","likeLab","labUnited",-41.6717274746052
"262","euKnow2","euKnow3",-73.9570168861883
"263","likeAlanJohnson","likeGove",-84.907677944042
"264","ldSupport","EUIntegrationLD",-217.988310985775
"265","euUndermineIdentity","likeUKIP",-4.25216393500341
"266","infoSourcePeople","infoSourceRadio",-54.6106925891927
"267","socialDes_3","Age",-118.207589101341
"268","changeCrime","changeCostLive",-86.8783594176311
"269","selfOccStatus","disability",-6.57605156231421
"270","locus2","country",-12.5068420322064
"271","likeUKIP","bestOnMII",-227.528414023083
"272","labSupport","parliamentSupport",-119.764574162979
"273","euPreventWar","euCloser",-81.4970839294529
"274","euUKRich","leaveImpactBritain",-9.90773518425704
"275","ukCoopWorkers","effectsEUWorkers",-71.2461124200663
"276","certaintyEULD","gender",-37.6114604533977
"277","likeCon","conUnited",-36.0533270578389
"278","immigSelf","turkey",-1.42181684430398
"279","euKnow1","euKnow4",-44.5981248578273
"280","labSupport","EUIntegrationLab",-154.14497559448
"281","blackEquality","femaleEquality",-168.092898923758
"282","profile_household_size","profile_gross_household",-46.0306328552251
"283","edlevel","profile_education_age",-136.1106416281
"284","housing","marital",-158.451544823951
"285","euRefVote","likeFarage",-47.7863117586003
"286","euSources_4","euSources_5",-262.033932888766
"287","infoSourceInternet","euSources_5",-167.422133887132
"288","EUIntegrationCon","certaintyEUCon",-173.538508276069
"289","profile_household_size","marital",-236.860646243751
"290","locus1","partyMember",-31.6532537392995
"291","certaintyEUCon","certaintyEUUKIP",-123.096394821706
"292","euDominance","euRefTurnout",-177.564628374506
"293","immigSelf","echr",-2.3352780657915
"294","EUIntegrationSelf","ukCoopMovement",-93.4807052425003
"295","likeFarage","likeGove",-61.1555154585258
"296","immigEcon","euPreventWar",-21.8796700631246
"297","prevJob","Age",-79.8636911719259
"298","profile_religion","profile_religion_denom",-148.385900471478
"299","tuSupport","immigCon",-30.9310300224242
"300","infoSourcePeople","infoSourceTV",-66.4322579819191
"301","effectsEUEcon","euLeaveVoice",-68.115530121263
"302","EUIntegrationCon","asylumMore",-31.2751325100817
"303","satDemUK","regSatisfaction",-47.4510210668195
"304","profile_education_age","marital",-89.3656911766684
"305","socialIdentityGlobalLeave","euRefExpectation",-14.8354971919325
"306","ukCoopMovement","ukCoopWorkers",-66.9726225948716
"307","campaigninfoRemain","campaigninfoLeave",-251.47120366106
"308","likeUKIP","campaigninfoLeave",-11.3458112013232
"309","EUIntegrationSelf","britishness",-42.3027479461816
"310","EUIntegrationSelf","changeImmig",-5.5421294667176
"311","housing","profile_turnout_2015",-90.0651524865393
"312","changeEconomy","econGenRetro",-113.316050888139
"313","leaveImpactBritain","euLeaveBigBusiness",-29.6887483595438
"314","gender","al4",-66.292952663076
"315","asylumMore","al2",-41.853696344454
"316","immigEcon","euUKRich",-27.8284015588424
"317","pccTurnout","satDemEng",-74.3278036296742
"318","lr1","lr4",-102.658983813864
"319","likeUKIP","englishness",-20.1262711779782
"320","euUKRich","campaigninfoRemain",-9.71937134183827
"321","infoSourcePeople","discussPolDays",-135.869272765685
"322","campaigninfoLeave","proConLeave",-52.4909633714324
"323","Age","locus2",-31.4436648848241
"324","lr3","lr_scale",-68.3248601685154
"325","parentsForeign","friendsEU",-154.5602698418
"326","Age","subjClass",-130.149568638756
"327","likeOsborne","likeGove",-87.4751167463965
"328","EUIntegrationSelf","satDemEU",-12.7062178697925
"329","effectsEUTrade","ukCoopCAP",-7.30425365469455
"330","ukCoopMovement","euMemberJoin",-15.1292196267677
"331","immigCultural","blackEquality",-17.5969989837758
"332","lr3","lr5",-57.2858043807346
"333","euUKRich","britainFairShare",-9.71388471535374
"334","germanyFairShare","britainFairShare",-162.237732386259
"335","immigrantsWelfareState","al_scale",-33.0077973459829
"336","ldUnited","ukipUnited",-97.1385068403415
"337","effectsEUImmigration","effectsEUTerror",-72.9296196204714
"338","euUKRich","certaintyUKRemain",-10.9082146318133
"339","likeUKIP","immigContributeTake",-24.6777382936089
"340","personality_openness","personality_conscientiousness",-113.395157920913
"341","immigLab","certaintyEULab",-92.974849602002
"342","infoSourceInternet","infoSourcePaper",-25.9095415480069
"343","immigCultural","benefitsToMigrants",-11.9447417040328
"344","polAttention","partyMember",-27.168180782764
"345","socialDes_3","socialDes_4",-154.653983928263
"346","gor","profile_education_age",-1.16749108237491
"347","certaintyEULab","certaintyUKLeave",-15.9778436882552
"348","personality_conscientiousness","socialDesScale",-31.417198925963
"349","likeCameron","likeLD",-1.79547980021198
"350","likeGrn","likeLD",-72.1938850495881
"351","socialDes_dk","socialDes_none",-82.5930077280611
"352","immigCon","immigrantsWelfareState",-78.2360561807673
"353","euPreventWar","socialIdentityGlobalRemain",-5.87919489221349
"354","euDominance","EUMIICategory",-102.903422825391
"355","euUndermineIdentity","europeanness",-13.3302344766553
"356","europeanness","likeBoris",-10.2313927622963
"357","immigCultural","UKsovereignty",-24.5691632102944
"358","changeEconomy","changeEducation",-72.3698851307836
"359","likeAlanJohnson","infoSourceRadio",-34.3001151326353
"360","riskTaking","locus2",-57.6794271408817
"361","parentsForeign","languageSkills",-46.8902471923689
"362","EUIntegrationCon","likeAlanJohnson",-13.2851122458906
"363","certaintyEUUKIP","certaintyEULD",-52.8935621381006
"364","tolUncertain1","locus1",-106.850069456847
"365","EUIntegrationSelf","euLawsLevel",-45.6327382438485
"366","parliamentSupport","conSupport",-204.600035486915
"367","likeGrn","lr1",-35.9992877952282
"368","euParlOverRide","al2",-46.4049232457364
"369","al1","al3",-60.4821903462434
"370","euKnow6","euKnow5",-35.6306988930828
"371","EUIntegrationCon","euLeaveScotIndep",-11.0898235726781
"372","euMemberJoin","euRedTape",-40.3294161691038
"373","likeBennett","likeCorbyn",-65.5520844079911
"374","socialIdentityGlobalLeave","partyIdEU",-24.9658672270361
"375","certaintyEUGreen","grnUnited",-40.3964878346887
"376","countryOfBirth","parentsForeign",-68.1940921820698
"377","EUIntegrationCon","EUIntegrationUKIP",-174.004566312471
"378","EUIntegrationCon","certaintyEUUKIP",-18.9785982157573
"379","euSources_1","euSources_3",-67.4715087776053
"380","languageSkills","profile_education_age",-68.0019667130982
"381","euRefInterest","efficacyEU",-44.3267168410803
"382","immigCultural","likeFarage",-13.1002144113372
"383","likeUKIP","profile_newspaper_readership_201",-12.7113496536804
"384","immigCultural","euUndermineIdentity",-2.06837602838459
"385","profile_turnout_2015","tolUncertain2",-103.41752852839
"386","locus1","econPersonalRetro",-45.3861700584494
"387","certaintyEULD","polAttention",-6.43867715600754
"388","effectsEUWorkers","effectsEUTrade",-74.1096901827596
"389","infoSourceTV","euSources_3",-19.0798341590712
"390","ukCoopMovement","ukCoopTrade",-15.2664949673008
"391","certaintyEULD","euKnow6",-13.3732016081422
"392","certaintyEUUKIP","euKnow2",-3.3330620072893
"393","campaigninfoRemain","proConRemain",-57.3722284489686
"394","immigrantsWelfareState","al5",-16.6171248366518
"395","ukipUnited","labUnited",-77.9918799680645
"396","selfOccStatus","profile_gross_household",-126.224333086373
"397","immigLD","ldUnited",-109.353966316168
"398","effectsEUNHS","effectsEUFinance",-39.5145244747364
"399","likeCon","bestOnMII",-9.43448752082622
"400","immigEcon","immigrantsWelfareState",-184.801550841948
"401","conSupport","immigLab",-69.9067635136598
"402","satDemUK","monarch",-33.1777972458885
"403","familiesMore","noneuMore",-40.2683542633858
"404","EUIntegrationLD","certaintyEULD",-51.3755925525647
"405","likeGrn","asylumMore",-72.6895932247025
"406","familiesMore","immigSelf",-81.4077339786654
"407","euPreventWar","effectsEUTerror",-29.1555031631806
"408","echr","normEU",-4.54577649345993
"409","leaveTone","socialIdentityGlobalLeave",-16.962979163467
"410","infoSourcePeople","euSources_99",-18.4083919978725
"411","subjClass","tolUncertain1",-56.597969731748
"412","euSources_3","housing",-58.9660819038236
"413","certaintyEUUKIP","euRefInterest",-11.4229473076966
"414","socialDes_dk","socialDes_2",-27.9490235666403
"415","euParlOverRide","echr",-12.8297605549769
"416","lr_scale","likeCon",-46.4628027036179
"417","europeanness","remainTone",-5.38366961695374
"418","partyId","likeLab",-89.1794807016995
"419","profile_education_age","profile_household_size",-61.6965876242639
"420","subjClass","profile_household_size",-37.0043649477975
"421","tolUncertain2","parentsForeign",-24.4642478653132
"422","polAttention","europeanness",-9.81969580703662
"423","efficacyEU","leaveImpactSelf",-29.3479652225442
"424","immigGreen","discussPolDays",-17.182998284723
"425","housing","profile_past_vote_2005",-28.4025124897289
"426","likeCameron","likeFarage",-22.271118428187
"427","tuSupport","ldSupport",-84.3003121947877
"428","education","workingStatus",-58.0556532348382
"429","euLawsLevel","euLeaveBigBusiness",-22.0177127861452
"430","satDemUK","britishness",-29.3931850253175
"431","personality_openness","riskTaking",-57.9059373246682
"432","franceFairShare","euKnow4",-25.4625201793942
"433","al_scale","beliefTradeoff",-25.8964924029106
"434","immigrantsWelfareState","childBenefitsRepatriate",-3.78133041304591
"435","likeCon","likeOsborne",-72.0244833356628
"436","certaintyEULD","euKnow1",-10.3247612245505
"437","efficacyEU","euRefCertainty",-81.5168545433389
"438","immigCultural","effectsEUImmigration",-6.04907319715767
"439","al3","monarch",-19.282268179255
"440","al2","education",-13.2835647251304
"441","euLawsLevel","euCloser",-21.3711536620976
"442","euUndermineIdentity","euRefVote",-34.9256681730299
"443","britainFairShare","betterDealEU",-19.2029360127963
"444","partyId","partyIdEU",-87.5325810076883
"445","immigCon","likeFarage",-40.7261396139675
"446","grnUnited","likeGrn",-94.2335715643603
"447","certaintyUKRemain","socialIdentityGlobalRemain",-18.0309394743053
"448","euUKRich","satDemEU",-12.5254431040958
"449","EUIntegrationSelf","euParlOverRide",-23.256368941742
"450","al4","personality_agreeableness",-22.0330258767008
"451","locus2","econGenRetro",-19.1409600576453
"452","euRefVote","campaigninfoLeave",-14.2853431744998
"453","socialDes_dk","profile_turnout_2015",-51.8607477403536
"454","changeEconomy","satDemUK",-39.7901806604468
"455","lr_scale","changeEconomy",-16.3436895373234
"456","businessSupport","UKsovereignty",-31.2104436242125
"457","polAttention","polKnowBercow",-18.0117663754454
"458","euMemberJoin","changeImmig",-25.4616503256448
"459","immigCultural","al1",-7.3628280380417
"460","al2","al1",-112.48423659665
"461","efficacyEU","bestOnMII",-24.6816985484111
"462","EUIntegrationCon","euLawsLevel",-10.2861765974194
"463","country","profile_education_age",-46.9798943956448
"464","likeFarage","leaveTone",-5.26887332390743
"465","certaintyEUUKIP","ukipUnited",-28.8677632066128
"466","UKsovereignty","effectsEUNHS",-2.15840254160048
"467","education","ns_sec_analytic",-40.8760882286588
"468","euLawsLevel","britainFairShare",-6.2402903520906
"469","euLeaveVoice","euPreventWar",-26.3949312284121
"470","selfOccStatus","profile_household_children",-34.489214714763
"471","ukCoopMovement","effectsEUEcon",-25.4325142323014
"472","efficacyPolCare","locus1",-34.8341703291417
"473","englishness","satDemEng",-75.9844953803004
"474","europeanness","leaveImpactSelf",-16.526012837805
"475","certaintyUKRemain","euLeaveBigBusiness",-5.62040046013317
"476","Age","locus1",-26.819132056924
"477","selfOccStatusLast","infoSourceTV",-38.8701890590819
"478","certaintyEULab","certaintyEUGreen",-81.3707977714521
"479","euMemberJoin","ukCoopEuro",-23.2403529410467
"480","certaintyEULD","likeFarron",-50.2455348999611
"481","certaintyEUUKIP","euSources_5",-17.5227144499686
"482","euMore","EUIntegrationSelf",-23.3360530265545
"483","housing","profile_gross_household",-12.5879699731831
"484","infoSourceTV","infoSourcePaper",-42.9473392408509
"485","immigGreen","infoSourceInternet",-16.6822063618429
"486","immigGreen","immigSelf",-10.3351822126679
"487","euUndermineIdentity","leaveImpactBritain",-5.05034913994677
"488","euMore","ukCoopMovement",-42.5562934071459
"489","EUIntegrationCon","immigGreen",-13.2313206287836
"490","gor","pccVote1",-99.6826258874098
"491","euParlOverRide","benefitsToMigrants",-5.8878831749862
"492","immigEcon","likeUKIP",-10.4062727240362
"493","euMore","europeanness",-21.6032771141709
"494","britishness","europeanness",-71.8243281078503
"495","immigSelf","euSources_4",-0.695956355811177
"496","privateSecondarySchool","RPrivSchnew_dk",-67.3938332353919
"497","efficacyPolCare","changeCrime",-13.2297332572261
"498","businessSupport","immigCon",-36.1858321584295
"499","echr","partyMember",-6.03403290492543
"500","marital","profile_gross_personal",-8.17598425207871
"501","gender","profile_gross_personal",-62.6727842068831
"502","likeBennett","likeCon",-13.5824152948007
"503","polAttention","polKnowMay",-15.2356225079275
"504","certaintyEULab","efficacyUnderstand",-33.9688325117286
"505","locus1","LDUKIP2015",-8.78372012653244
"506","EUIntegrationSelf","ukCoopCAP",-1.55660620863
"507","certaintyEULab","immigLD",-25.2602531672619
"508","likeAlanJohnson","efficacyPolCare",-18.6265310498939
"509","euSources_99","euSources_111",-53.4554519208907
"510","EUIntegrationSelf","proConLeave",-10.5908939242818
"511","livedAbroad","country",-21.54840620913
"512","infoSourceInternet","polAttention",-41.9964415212435
"513","euSources_1","euSources_2",-74.7004234875453
"514","infoSourceTV","euSources_2",-61.4431476961522
"515","asylumMore","studentsMore",-45.6140518446337
"516","polAttention","partyContact1",-6.12343443332384
"517","euKnow6","gender",-15.2266251361561
"518","immigLD","partyIdEU",-9.25786777361827
"519","immigContributeTake","germanyFairShare",-8.95005236780798
"520","euRefVote","euRefExpectation",-5.2475956590788
"521","locus1","livedAbroad",-16.8618109219531
"522","gender","ukCoopCAP",-21.8494406259724
"523","ldUnited","conUnited",-101.247495012041
"524","infoSourceRadio","infoSourceTV",-37.8091613607021
"525","euRefCertainty","euRefVote",-170.566277203736
"526","euRefTurnout","euRefVote",-99.4238282674974
"527","al2","al4",-116.115838703156
"528","immigCon","certaintyEUCon",-49.421329693826
"529","certaintyEULD","likeAlanJohnson",-13.6027562944637
"530","euKnow1","euKnow2",-37.5357763349175
"531","certaintyEUUKIP","certaintyUKRemain",-2.60266458528349
"532","euUndermineIdentity","socialIdentityGlobalLeave",-7.83583360373086
"533","immigrantsWelfareState","ukCoopMovement",-36.9678290109023
"534","euParlOverRide","infoSourceTV",-5.68171906498719
"535","EUIntegrationGreen","grnUnited",-52.2199762017663
"536","euParlOverRide","euRedTape",-9.14656233155165
"537","tolUncertain3","riskTaking",-4.64174703259505
"538","parentsForeign","satDemEng",-5.10786784430366
"539","euPreventWar","euLeaveScotIndep",-20.5431375394965
"540","likeOsborne","betterDealEU",-3.72140648134882
