"","from","to","strength"
"61","polAttention","efficacyUnderstand",-859.600322265444
"62","personality_agreeableness","personality_openness",-424.86968856269
"63","certaintyEUUKIP","certaintyEUCon",-1073.36568936149
"64","livedAbroad","languageSkills",-265.741023579973
"65","blackEquality","gayEquality",-450.1604754914
"66","EUMIICategory","euMIISmall",-1091.96847023211
"67","likeOsborne","likeGove",-327.154851186193
"68","britishness","englishness",-824.724774376042
"69","efficacyUnderstand","efficacyEU",-542.185218799312
"70","immigSelf","immigEcon",-247.607406468665
"71","al_scale","al4",-689.573605609061
"72","privatePrimarySchool","neverPrivateSchool",-1220.82540746308
"73","localTurnoutRetro","pccTurnout",-1119.46134537032
"74","parliamentSupport","cabinetSupport",-657.926614595902
"75","personality_openness","personality_extraversion",-436.914119402341
"76","lr2","lr5",-255.52886418878
"77","lr1","lr3",-1085.01852465723
"78","livedAbroad","parentsForeign",-419.372123861501
"79","profile_household_size","profile_household_children",-840.855504514586
"80","EUIntegrationLab","EUIntegrationLD",-593.808920811834
"81","immigCon","immigLab",-887.767750175706
"82","EUIntegrationLD","EUIntegrationGreen",-406.824757084039
"83","changeNHS","changeEducation",-434.532853506005
"84","likeBennett","likeGrn",-541.141653665165
"85","likeCon","likeBoris",-26.5063482623118
"86","Age","housing",-1084.20081234259
"87","likeCon","likeCorbyn",-588.743096313217
"88","leaveImpactSelf","leaveImpactBritain",-599.177206109886
"89","immigEcon","immigrantsWelfareState",-85.9570462613228
"90","cabinetSupport","conSupport",-345.202454423847
"91","euLawsLevel","echr",-372.861866093588
"92","ldUnited","grnUnited",-323.881769273525
"93","education","profile_education_age",-603.66892261117
"94","infoSourceInternet","infoSourcePeople",-734.72986988002
"95","UKsovereignty","euUndermineIdentity",-358.567435939573
"96","infoSourcePeople","euSources_5",-821.987681725298
"97","likeCameron","changeEconomy",-28.4578225296564
"98","changeEconomy","changeNHS",-327.009058890879
"99","polKnowMiliband","countryOfBirth",-16.2869319323254
"100","EUIntegrationCon","EUIntegrationLab",-604.957785522571
"101","tuSupport","labSupport",-616.760190736284
"102","euSources_5","discussPolDays",-188.351664202886
"103","likeBoris","likeFarage",-231.729774023788
"104","UKsovereignty","euRedTape",-204.46910426443
"105","socialDes_none","socialDes_4",-1182.4655622854
"106","immigLD","ldUnited",-218.882190988477
"107","lr_scale","likeCameron",-100.967432555011
"108","satDemUK","satDemEU",-106.179557050184
"109","socialDes_none","socialDes_2",-2269.39080986565
"110","certaintyEUCon","EUIntegrationCon",-206.053867729684
"111","effectsEUWorkers","effectsEUEcon",-483.273192290957
"112","privatePrimarySchool","privateSecondarySchool",-721.953808334915
"113","ldSupport","parliamentSupport",-295.696551089395
"114","euUndermineIdentity","euParlOverRide",-100.902722049317
"115","socialDes_none","socialDes_1",-631.011333734901
"116","effectsEUWorkers","effectsEUNHS",-197.977039498801
"117","locus2","livedAbroad",-127.105266631761
"118","remainTone","proConRemain",-425.815062742295
"119","euUKRich","euCloser",-316.373406537808
"120","immigrantsWelfareState","immigContributeTake",-130.304980080396
"121","generalElectionVote","profile_past_vote_2015",-288.872853275427
"122","effectsEUTrade","euLeaveVoice",-238.721726704212
"123","likeCorbyn","likeBennett",-239.193240601511
"124","conUnited","labUnited",-838.750462852162
"125","Age","profile_past_vote_2005",-277.729139912373
"126","UKsovereignty","euMemberJoin",-109.769424332124
"127","profile_past_vote_2005","profile_past_vote_2010",-225.998459321336
"128","immigLD","certaintyEULD",-526.622751902365
"129","likeFarron","likeLD",-355.383539517245
"130","socialIdentityGlobalLeave","socialIdentityGlobalRemain",-773.986932354725
"131","labSupport","ldSupport",-267.356342043844
"132","bestPM","likeCorbyn",-603.690521140801
"133","housing","marital",-195.53892241038
"134","likeFarron","likeAlanJohnson",-232.970635629137
"135","likeCon","monarch",-8.0831190875524
"136","immigrantsWelfareState","UKsovereignty",-163.312398118969
"137","euCloser","euPreventWar",-187.405715840878
"138","ldUnited","likeFarron",-238.681532013552
"139","prefTradeoff","beliefTradeoff",-537.161865758979
"140","effectsEUEcon","effectsEUTrade",-165.160966836816
"141","benefitsToMigrants","childBenefitsRepatriate",-231.12059480462
"142","euCloser","euLawsLevel",-102.133632503876
"143","effectsEUEcon","effectsEUFinance",-208.872045524946
"144","immigrantsWelfareState","ukCoopMovement",-42.8110648352258
"145","UKsovereignty","EUIntegrationSelf",-63.0926704107387
"146","immigGreen","grnUnited",-210.551213009783
"147","likeFarron","likeBennett",-312.927949540634
"148","certaintyEUGreen","immigGreen",-402.404855243627
"149","immigCon","immigUKIP",-159.701574170922
"150","likeCameron","satDemUK",-24.1539745722312
"151","socialDes_3","polKnowMiliband",-84.6439272572443
"152","immigrantsWelfareState","al1",-41.6028732886898
"153","effectsEUUnemployment","euLeaveBigBusiness",-258.168282382965
"154","socialDes_1","socialDes_2",-1374.27204902665
"155","socialDes_4","socialDes_2",-1101.56162195625
"156","socialDes_3","socialDes_2",-711.957783981498
"157","familiesMore","studentsMore",-239.302741829386
"158","euKnow6","euKnow1",-112.489155602169
"159","immigrantsWelfareState","benefitsToMigrants",-24.9319571421929
"160","likeCon","conUnited",-57.6087089419034
"161","euKnow6","euKnow2",-159.119021744368
"162","socialDes_none","socialDes_dk",-281.501257321488
"163","immigrantsWelfareState","changeImmig",-47.9441275426216
"164","likeAlanJohnson","polAttention",-111.675049811267
"165","likeLab","labUnited",-83.5452584565064
"166","effectsEUUnemployment","euUKRich",-81.854659648845
"167","euLeaveBigBusiness","euLeaveScotIndep",-117.821916374556
"168","likeGrn","generalElectionVote",-185.563591951512
"169","leaveTone","proConLeave",-268.49001400397
"170","businessSupport","tuSupport",-422.610475873543
"171","ukCoopMovement","ukCoopWorkers",-155.144263121128
"172","polAttention","infoSourceTV",-48.9801680002965
"173","polAttention","discussPolDays",-144.017679776034
"174","Age","personality_agreeableness",-417.342035864498
"175","effectsEUUnemployment","effectsEUTerror",-95.7501349637532
"176","socialDes_1","socialDes_4",-502.620141064288
"177","lr4","efficacyPolCare",-125.796018285962
"178","likeCorbyn","likeGrn",-87.6711456810299
"179","remainTone","campaigninfoRemain",-182.30980474643
"180","EUIntegrationCon","immigLab",-107.48275759231
"181","polAttention","infoSourcePaper",-57.8898180523192
"182","conSupport","EUIntegrationCon",-245.560663968319
"183","changeImmig","changeCrime",-263.872444802428
"184","likeCon","effectsEUWorkers",-12.7491315667348
"185","labUnited","ldUnited",-203.413421079154
"186","personality_openness","personality_neuroticism",-489.492887806788
"187","profile_turnout_2015","profile_past_vote_2015",-428.482123400676
"188","EUIntegrationSelf","ukCoopEuro",-127.43841107321
"189","familiesMore","noneuMore",-145.253267409194
"190","effectsEUUnemployment","effectsEUImmigration",-152.478523020985
"191","infoSourceTV","infoSourceRadio",-52.1175424022149
"192","friendsEU","partyMember",-26.9282290453584
"193","ldSupport","EUIntegrationLD",-333.251787303767
"194","monarch","britishness",-118.454624188102
"195","polKnowMiliband","profile_religion_denom",-11.9531176622113
"196","generalElectionVote","bestOnMII",-180.447379345518
"197","campaigninfoRemain","campaigninfoLeave",-446.356889462
"198","privatePrimarySchool","RPrivSchnew_dk",-150.929664013425
"199","euSources_5","euSources_4",-177.356360968748
"200","Age","profile_household_size",-224.981768531756
"201","parentsForeign","profile_ethnicity",-410.538966540074
"202","likeGove","likeBoris",-280.658442343174
"203","immigSelf","euMore",-72.7750585795184
"204","britainFairShare","germanyFairShare",-338.013407947717
"205","polKnowMiliband","polKnowBercow",-404.931082605432
"206","profile_religion","profile_religion_denom",-261.240896384119
"207","Age","likeAlanJohnson",-202.090790189082
"208","lr3","lr2",-148.934668453903
"209","tolUncertain1","tolUncertain2",-1947.71247847416
"210","immigSelf","immigCultural",-114.537431540795
"211","tolUncertain3","parentsForeign",-29.3978866919892
"212","marital","profile_household_size",-321.704131319013
"213","polAttention","infoSourceInternet",-124.53807735318
"214","efficacyEU","certaintyUKLeave",-45.9183342357828
"215","normEU","socialIdentityGlobalRemain",-100.2548585083
"216","ukCoopWorkers","ukCoopCAP",-76.6868891698778
"217","ukCoopCAP","franceFairShare",-77.347777106419
"218","personality_conscientiousness","personality_openness",-367.25297605438
"219","certaintyEUGreen","EUIntegrationGreen",-145.000015911137
"220","profile_household_children","preschoolChildrenInHousehold",-206.111210056301
"221","profile_gross_personal","workingStatus",-100.75898871416
"222","parentsForeign","languageSkills",-95.4748251314791
"223","effectsEUEcon","euLeaveVoice",-88.0513855883837
"224","efficacyEU","leaveImpactSelf",-124.971527485028
"225","livedAbroad","friendsEU",-174.324149866849
"226","conUnited","immigCon",-91.6857338239515
"227","EUIntegrationUKIP","EUIntegrationCon",-281.182392064156
"228","blackEquality","femaleEquality",-625.185265173023
"229","lr1","lr4",-275.385824476497
"230","euCloser","europeanness",-11.6207744488474
"231","likeGrn","grnUnited",-102.193424482317
"232","immigLab","immigSelf",-54.9494022270155
"233","conUnited","ukipUnited",-73.0692228873377
"234","euKnow2","euKnow3",-96.1434218796567
"235","satDemUK","regSatisfaction",-94.1751076114542
"236","polAttention","euKnow6",-0.689243070822158
"237","immigSelf","familiesMore",-169.033450008592
"238","lr3","lr_scale",-149.106387175289
"239","locus1","econPersonalRetro",-51.5789646521189
"240","immigrantsWelfareState","euParlOverRide",-21.7176903054788
"241","euUKRich","euPreventWar",-112.686384858143
"242","partyId","partyIdEU",-188.018061842575
"243","euSources_2","profile_newspaper_readership_201",-89.0446188226306
"244","likeCon","changeNHS",-40.136854566992
"245","immigrantsWelfareState","euUndermineIdentity",-35.5941944539018
"246","profile_past_vote_2015","partyId",-70.8107976912288
"247","euKnow1","euKnow4",-54.4293060656246
"248","echr","satDemEU",-15.5561666005815
"249","likeGrn","asylumMore",-15.2557005179278
"250","certaintyEULD","gender",-82.1379290897912
"251","certaintyEULD","euLeaveScotIndep",-13.2967555296364
"252","socialDes_3","socialDes_4",-281.437059545879
"253","labSupport","EUIntegrationLab",-105.240874879766
"254","Age","socialDesScale",-229.407281436283
"255","conSupport","EUIntegrationUKIP",-137.257282502378
"256","infoSourcePeople","euSources_4",-115.542494114349
"257","workingStatus","disability",-29.6495654728951
"258","labSupport","parliamentSupport",-111.106025725142
"259","likeCorbyn","echr",-17.3105071992868
"260","certaintyUKRemain","betterDealEU",-24.5885974860012
"261","Age","profile_education_age",-98.5695201979452
"262","euUndermineIdentity","campaigninfoLeave",-12.1741414946227
"263","Age","infoSourceTV",-137.808345670393
"264","infoSourcePeople","infoSourceTV",-154.118277541118
"265","likeCameron","likeLab",-28.5956084146546
"266","changeCrime","changeCostLive",-124.06369811378
"267","lr3","lr5",-65.0728904959233
"268","tolUncertain3","locus2",-129.234302785148
"269","immigSelf","immigrantsWelfareState",-48.6930113571834
"270","certaintyEUUKIP","euRefInterest",-26.3522689611091
"271","certaintyEULD","ldUnited",-115.322522357157
"272","discussPolDays","normEU",-19.1997640376176
"273","profile_ethnicity","countryOfBirth",-60.9028010863676
"274","effectsEUEcon","effectsEUNHS",-168.922575231172
"275","euLeaveBigBusiness","euUKRich",-68.5018555693532
"276","changeEconomy","changeEducation",-90.6828478345287
"277","euUndermineIdentity","effectsEUWorkers",-33.2343679335236
"278","certaintyEUUKIP","certaintyEULab",-168.016276742879
"279","effectsEUWorkers","ukCoopWorkers",-58.7183187403898
"280","polAttention","partyMember",-21.7983446480148
"281","likeGove","likeFarage",-111.147582649339
"282","tolUncertain1","locus1",-109.76151676351
"283","certaintyEULab","immigLab",-72.6462204778418
"284","certaintyUKRemain","socialIdentityGlobalRemain",-23.7467449843316
"285","riskTaking","personality_openness",-125.951511871241
"286","likeBennett","certaintyEUGreen",-41.8728074382552
"287","euUKRich","euLawsLevel",-55.5822669168738
"288","infoSourcePeople","infoSourcePaper",-53.8934910433836
"289","likeCon","profile_past_vote_2015",-61.1780681173677
"290","localTurnoutRetro","gor",-153.532205508651
"291","ukCoopWorkers","ukCoopTrade",-70.2852173196156
"292","parliamentSupport","conSupport",-78.9646002990148
"293","euUKRich","immigEcon",-33.449082600564
"294","likeGove","leaveTone",-8.96263153138898
"295","euSources_1","euSources_3",-106.589776833621
"296","EUIntegrationSelf","europeanness",-63.0697922185082
"297","conSupport","certaintyEUUKIP",-84.8676909864362
"298","britainFairShare","turkey",-25.7264910704835
"299","likeUKIP","immigrantsWelfareState",-30.2951225847573
"300","effectsEUNHS","effectsEUFinance",-73.972034729085
"301","efficacyEU","campaigninfoRemain",-33.28739722727
"302","polAttention","europeanness",-9.96642980584147
"303","effectsEUImmigration","effectsEUTerror",-124.245223709897
"304","efficacyPolCare","likeCameron",-135.29608263107
"305","certaintyEULab","immigCon",-38.3328071392898
"306","euDominance","EUMIICategory",-164.368203664835
"307","profile_ethnicity","profile_religion",-104.898169575852
"308","Age","changeCostLive",-97.5178035549916
"309","al1","monarch",-37.4355476351957
"310","profile_gross_personal","education",-19.3047889368863
"311","immigCon","socialIdentityGlobalLeave",-16.8032440928055
"312","likeGrn","immigGreen",-38.7132777356455
"313","certaintyEULD","likeAlanJohnson",-20.8093147868749
"314","certaintyEULD","polAttention",-6.47224841944626
"315","immigCultural","blackEquality",-22.5156363798396
"316","tolUncertain2","partyMember",-5.77449601042099
"317","socialIdentityGlobalRemain","remainTone",-47.9249666931046
"318","profile_gross_personal","Age",-106.058965900465
"319","infoSourcePeople","discussPolDays",-140.417135076976
"320","EUIntegrationLD","immigLD",-42.5093934403376
"321","immigrantsWelfareState","englishness",-3.82646136925723
"322","socialDes_none","polKnowMiliband",-122.696539333141
"323","likeUKIP","immigUKIP",-28.499128113368
"324","al2","education",-11.9251380306487
"325","partyMember","partyContact1",-97.5842250179517
"326","certaintyEULab","certaintyEUGreen",-146.421722857565
"327","locus2","friendsEU",-54.0012139917735
"328","certaintyEULab","certaintyUKLeave",-0.798392320755738
"329","labSupport","conUnited",-38.1314109565828
"330","likeGrn","likeLD",-117.049281669708
"331","likeCon","likeLD",-130.617860840279
"332","euRefInterest","efficacyEU",-79.5032935090157
"333","englishness","countryOfBirth",-130.387287032558
"334","lr_scale","likeCon",-50.3130213153891
"335","immigrantsWelfareState","al_scale",-17.3083407735285
"336","gender","al4",-94.1124138830601
"337","UKsovereignty","euParlOverRide",-63.4938861346091
"338","euParlOverRide","EUIntegrationSelf",-27.96121566902
"339","likeCon","generalElectionVote",-29.8945414295777
"340","immigCultural","ukCoopMovement",-5.11884794683465
"341","franceFairShare","euKnow6",-31.1419333740014
"342","Age","marital",-149.348435138865
"343","efficacyEU","euUKRich",-11.5252256422864
"344","immigCultural","likeFarage",-50.0915339792609
"345","certaintyEUUKIP","euKnow2",-3.89240558290112
"346","al_scale","benefitsToMigrants",-7.26159636701777
"347","immigLD","partyIdEU",-7.55311216329301
"348","profile_past_vote_2015","profile_past_vote_2010",-46.5196954154926
"349","immigLab","immigGreen",-140.408128146368
"350","infoSourceTV","euSources_3",-36.416170554895
"351","asylumMore","al2",-19.4933230472561
"352","certaintyEULab","labUnited",-40.8665789010101
"353","changeEconomy","econGenRetro",-72.6541506499634
"354","tuSupport","ldSupport",-88.4924420951102
"355","riskTaking","personality_neuroticism",-72.778726838962
"356","lr1","likeCameron",-42.8884990830429
"357","infoSourcePeople","infoSourceRadio",-71.8492334488892
"358","euKnow6","euKnow5",-64.7599954302905
"359","europeanness","socialIdentityGlobalRemain",-10.1800447165078
"360","euSources_1","euSources_2",-161.977888317435
"361","infoSourceTV","euSources_2",-121.282050008114
"362","asylumMore","immigEcon",-70.1967069306775
"363","europeanness","euRefCertainty",-22.4943263461282
"364","EUIntegrationLD","certaintyEULD",-102.637651646764
"365","profile_gross_personal","housing",-8.36324401056299
"366","likeCon","likeOsborne",-108.978072535645
"367","businessSupport","parliamentSupport",-106.858595373224
"368","efficacyEU","effectsEUUnemployment",-31.9542496363811
"369","gor","pccVote1",-118.600957157474
"370","lr1","lr_scale",-127.059616688181
"371","certaintyEULD","likeFarron",-31.783948061835
"372","personality_openness","profile_education_age",-11.5874369712401
"373","profile_gross_household","marital",-130.694362438962
"374","likeAlanJohnson","likeGove",-97.9962973829133
"375","likeCameron","betterDealEU",-27.6987211202668
"376","Age","infoSourceInternet",-105.34364217957
"377","conUnited","certaintyEUCon",-76.2543399349688
"378","polAttention","likeBoris",-3.97376659949623
"379","immigLab","certaintyEULD",-80.4520864682145
"380","certaintyEUUKIP","certaintyEULD",-75.0402833046437
"381","efficacyEU","certaintyUKRemain",-27.68357083103
"382","al2","profile_newspaper_readership_201",-6.81554005500948
"383","Age","pccTurnout",-48.0578174012662
"384","euLeaveBigBusiness","certaintyUKLeave",-46.6427009733834
"385","efficacyEU","leaveImpactBritain",-36.193143797851
"386","likeCon","euLawsLevel",-20.0334532000015
"387","certaintyEULD","ukCoopCAP",-2.97318776059456
"388","Age","euMemberJoin",-55.2007416605265
"389","immigLab","asylumMore",-7.32655040084865
"390","likeCon","profile_past_vote_2005",-68.7821347978588
"391","al1","al3",-47.8983807541172
"392","euMemberJoin","euRedTape",-26.3903417897945
"393","likeCon","likeUKIP",-82.8265013922301
"394","infoSourcePeople","euSources_99",-24.8137787258413
"395","riskTaking","locus2",-115.645715590128
"396","europeanness","satDemEU",-42.8983637767124
"397","UKsovereignty","socialIdentityGlobalLeave",-1.27741216606591
"398","euMemberJoin","changeImmig",-14.2182873225738
"399","polAttention","bestOnMII",-1.61003032115696
"400","lr_scale","lr2",-96.8867911424868
"401","euCloser","immigSelf",-25.4270387610268
"402","effectsEUWorkers","effectsEUTrade",-32.9637561649106
"403","labUnited","ukipUnited",-96.8174113174609
"404","Age","normEU",-120.386170191408
"405","likeLab","likeAlanJohnson",-113.905397520228
"406","certaintyEUUKIP","euSources_5",-15.5470592013053
"407","britainFairShare","betterDealEU",-7.82201418737168
"408","likeGrn","profile_past_vote_2015",-48.5390181985604
"409","euUKRich","normEU",-8.66910965243369
"410","euUKRich","britainFairShare",-13.9470320606442
"411","gender","profile_gross_personal",-90.6616173320035
"412","Age","euSources_1",-27.3115411762865
"413","profile_turnout_2015","euRefCertainty",-79.8878603029716
"414","asylumMore","euMore",-115.752602695098
"415","socialIdentityGlobalLeave","euRefExpectation",-33.359935779612
"416","locus1","livedAbroad",-30.8616605456136
"417","profile_education_age","subjClass",-51.7539538506026
"418","britishness","europeanness",-146.686184896456
"419","locus2","profile_ethnicity",-20.4432197642182
"420","likeGrn","euCloser",-32.0422696728992
"421","likeGove","UKsovereignty",-13.6402845966222
"422","likeAlanJohnson","polKnowBercow",-17.4110852703488
"423","lr_scale","changeEconomy",-13.1256179181255
"424","likeLab","certaintyEULab",-72.164724452572
"425","likeCameron","changeCostLive",-14.3744149956547
"426","socialDes_dk","socialDes_2",-50.9219455863674
"427","polAttention","polKnowMay",-7.39341738928488
"428","campaigninfoRemain","proConRemain",-64.8211487115896
"429","conUnited","immigrantsWelfareState",-20.1548817462754
"430","immigUKIP","ukCoopTrade",-53.0276545634983
"431","Age","britishness",-29.4692080242712
"432","immigSelf","turkey",-7.22833981875374
"433","euUndermineIdentity","euLeaveVoice",-21.3260852407557
"434","likeAlanJohnson","likeOsborne",-50.2178224852178
"435","britainFairShare","euKnow4",-2.41711547035175
"436","certaintyEULab","EUIntegrationLab",-88.76575839621
"437","locus2","languageSkills",-15.1294669877389
"438","likeAlanJohnson","infoSourceRadio",-15.4915822274397
"439","livedAbroad","countryOfBirth",-89.5653113746284
"440","immigrantsWelfareState","euMemberJoin",-15.2311297815304
"441","businessSupport","labSupport",-94.0922307357059
"442","infoSourceTV","infoSourcePaper",-58.2198227052559
"443","monarch","satDemUK",-40.309354574375
"444","changeImmig","changeCostLive",-111.155167418385
"445","euPreventWar","effectsEUTerror",-56.0371777101918
"446","UKsovereignty","ukCoopCAP",-32.2881845917336
"447","locus2","econPersonalRetro",-57.97313338194
"448","likeCorbyn","polAttention",-39.0064410872292
"449","bestPM","bestOnMII",-53.8153898707587
"450","Age","likeBoris",-81.5328640649077
"451","ldUnited","likeLD",-109.99771741644
"452","euCloser","asylumMore",-24.6482916172627
"453","UKsovereignty","leaveTone",-12.8582301488914
"454","immigrantsWelfareState","childBenefitsRepatriate",-7.37661274226866
"455","euUndermineIdentity","effectsEUEcon",-28.2468778317207
"456","asylumMore","noneuMore",-48.3434063390032
"457","likeUKIP","euUndermineIdentity",-20.2426487423618
"458","echr","EUIntegrationSelf",-20.1127906207603
"459","EUIntegrationCon","EUIntegrationSelf",-38.1157204117098
"460","noneuMore","studentsMore",-73.0365570940703
"461","euKnow4","euKnow3",-30.3943913785633
"462","profile_turnout_2015","partyId",-15.232245204772
"463","asylumMore","al1",-25.2635932780686
"464","immigrantsWelfareState","al5",-16.6846449592776
"465","profile_education_age","ns_sec_analytic",-3.89157635017727
"466","profile_past_vote_2005","profile_turnout_2015",-13.2731243302833
"467","likeCameron","regSatisfaction",-17.880498270617
"468","englishness","livedAbroad",-30.092504647715
"469","conSupport","immigLab",-59.9604940121262
"470","euUKRich","echr",-20.6369152496227
"471","EUIntegrationGreen","immigUKIP",-21.9067507690033
"472","satDemEU","remainTone",-5.46363470558936
"473","Age","immigGreen",-67.5278504155467
"474","privateSecondarySchool","RPrivSchnew_dk",-96.936668475023
"475","efficacyPolCare","locus1",-40.5329172594284
"476","likeGrn","prefTradeoff",-15.8136713195399
"477","englishness","parentsForeign",-33.8941834496122
"478","efficacyPolCare","changeCrime",-26.039558201559
"479","euSources_5","socialIdentityGlobalLeave",-24.856449083105
"480","beliefTradeoff","immigrantsWelfareState",-43.4799623227245
"481","Age","gayEquality",-70.0090024963765
"482","euMemberJoin","blackEquality",-18.9257175402545
"483","echr","euParlOverRide",-15.0082834718651
"484","efficacyPolCare","satDemUK",-50.2316472906759
"485","echr","euKnow5",-11.7830735263524
"486","germanyFairShare","immigContributeTake",-47.5957300437221
"487","likeCon","echr",-53.8720911997498
"488","socialIdentityGlobalLeave","partyIdEU",-27.3423406958163
"489","certaintyEUUKIP","ukipUnited",-33.1047227692161
"490","immigEcon","riskTaking",-10.8592074679345
"491","certaintyUKRemain","franceFairShare",-13.7518620409592
"492","satDemEU","britainFairShare",-41.7037161090238
"493","ldSupport","cabinetSupport",-60.0892235603706
"494","socialDes_1","personality_extraversion",-32.4719019584627
"495","al1","al2",-129.324826687052
"496","gender","euKnow6",-37.5696887956601
"497","likeCon","conSupport",-102.171692944516
"498","businessSupport","conSupport",-57.9263023137273
"499","euUKRich","campaigninfoRemain",-20.0526617209907
"500","locus2","parentsForeign",-40.4909088989566
"501","euLeaveScotIndep","euPreventWar",-20.8553752684347
"502","Age","noneuMore",-74.3104968920325
"503","education","edlevel",-219.500522415077
"504","Age","profile_past_vote_2010",-55.4432325388261
"505","leaveImpactBritain","euUKRich",-26.2170556423698
"506","conUnited","satDemUK",-36.6672698411239
"507","euUndermineIdentity","EUIntegrationSelf",-37.9631435162646
"508","conUnited","grnUnited",-24.6838940697362
"509","EUIntegrationLab","EUIntegrationGreen",-66.3832173345345
"510","likeCon","personality_openness",-6.25556705633244
"511","discussPolDays","leaveImpactSelf",-11.8369857867128
"512","infoSourceInternet","infoSourceTV",-68.7926499207988
"513","euSources_2","euSources_4",-51.8885706353594
"514","certaintyEUUKIP","certaintyUKRemain",-6.60184798773298
"515","EUIntegrationCon","polAttention",-18.7386262624823
"516","euMore","europeanness",-20.8857937979337
"517","euUndermineIdentity","ukCoopWorkers",-18.3171205495837
"518","asylumMore","benefitsToMigrants",-4.96220519247436
"519","euLeaveBigBusiness","euCloser",-25.3792989671147
"520","lr_scale","efficacyPolCare",-79.4140591734904
"521","likeCorbyn","asylumMore",-43.9095939036215
"522","lr1","likeCorbyn",-29.8893482306576
"523","labSupport","likeCameron",-43.7041113406776
"524","leaveImpactBritain","euRefCertainty",-25.2472300752779
"525","housing","personality_conscientiousness",-5.87098598451303
"526","Age","socialDes_3",-42.0382189692518
"527","prevJob","selfOccStatus",-149.64617658408
"528","socialDes_3","selfOccStatus",-31.6589358114397
"529","likeCon","profile_past_vote_2010",-80.5571163975746
"530","generalElectionVote","partyId",-40.6826986635406
"531","immigrantsWelfareState","germanyFairShare",-1.29679771678184
"532","euKnow5","euKnow4",-41.928295100869
"533","Age","al4",-31.58460922015
"534","EUIntegrationSelf","euMemberJoin",-11.785408579708
"535","socialDes_1","socialDes_dk",-70.0294651236431
"536","franceFairShare","euKnow1",-22.6271526704795
"537","tolUncertain3","riskTaking",-9.15612819540638
"538","conUnited","ldUnited",-63.616298587458
"539","al4","al2",-83.6581759188466
"540","discussPolDays","partyContact1",-13.0834075702769
"541","euPreventWar","euLawsLevel",-35.3847108099981
"542","likeCameron","immigCon",-62.6618807864415
"543","ldSupport","immigLD",-100.269935665554
"544","Age","europeanness",-95.6285089705652
