"","from","to","strength"
"224","EUIntegrationSelf","euLeaveVoice",-282.307996057607
"225","pidInterestedOthers","pidConnected",-415.869828632181
"226","pidInterestedOthers","pidCommonParty",-453.519124165381
"227","bestOnMII","electionInterest",-1413.49157676133
"228","participation_4","partyContactOtherParty",-929.650407080757
"229","bestOnMII","likeCorbyn",-1455.53785187723
"230","euID6","euID2",-187.604232507467
"231","grnUnited","ukipUnited",-956.409646765089
"232","partyId","partyContactCon",-2320.52066060951
"233","natSecurityLD","ldUnited",-355.490028093242
"234","partyContactLab_1","partyContactLab",-1189.54417980964
"235","policeCuts","blackEquality",-986.441436618858
"236","country","profile_religion",-2134.57545295027
"237","generalElectionVote","partyContactGrn",-2001.13738174752
"238","familiesMore","euMore",-652.900405361863
"239","profile_past_vote_2015","profile_eurefvote",-1740.90032492389
"240","bestOnMII","effectsEUImmigration",-1210.31449844746
"241","asylumMore","noneuMore",-1414.76663257372
"242","effectsEUTrade","expectAccess",-183.329700475504
"243","effectsEUTrade","effectsEUEcon",-954.793841110186
"244","generalElectionVote","likeDavis",-1624.25535795536
"245","redistLD","redistLab",-1336.0795367386
"246","housing","profile_gross_personal",-1943.57873055458
"247","bestOnMII","polAttention",-1417.71652160502
"248","bestOnMII","handleEUNegotiate",-3073.9067625177
"249","effectsEUFinance","econPersonalRetro",-1151.70183781537
"250","redistCon","redistSelf",-1205.22244596288
"251","al2","asylumMore",-787.860785879719
"252","likeUKIP","ukipUnited",-176.622372128884
"253","generalElectionVote","ptvGrn",-1827.82158764056
"254","immigCultural","likeSturgeon",-130.383150404727
"255","euID2","euID1",-488.690713360564
"256","bestOnMII","redistSelf",-3064.78378425629
"257","redistLab","redistSelf",-1173.75813377893
"258","euLeaveVoice","effectsEUWorkers",-596.127844157716
"259","lr_scale","lr4",-1849.7261016087
"260","generalElectionVote","partyContactLD",-1958.20842560782
"261","natSecurityGrn","redistUKIP",-979.955192964553
"262","negotiationSpecifics_1","negotiationSpecifics_none",-964.221496507353
"263","effectsEUImmigration","effectsEUUnemployment",-1221.5506953557
"264","immigEcon","euLeaveBigBusiness",-171.295087128165
"265","profile_past_vote_2015","competentFarage",-1476.5416378361
"266","bestOnMII","policeCuts",-1223.86344955298
"267","bestOnMII","natSecurityLab",-1632.10276856096
"268","bestOnMII","EUIntegrationCon",-1998.13090711097
"269","bestOnMII","lr4",-1171.83302488473
"270","EUIntegrationSelf","euRefDoOver",-503.254628914576
"271","country","headHouseholdPast",-1903.12595450511
"272","bestOnMII","immigCultural",-1138.93106127235
"273","bestOnMII","likeNuttall",-2054.92909015508
"274","likeFarron","likeNuttall",-715.979574096658
"275","redistSelf","leftRight",-171.290674843272
"276","natSecuritySelf","natSecurityLab",-1441.94905991627
"277","infoSourceTV","infoSourcePeople",-473.701230174629
"278","generalElectionVote","likeFarron",-1747.1853014105
"279","generalElectionVote","ptvLD",-1817.81996850281
"280","bestOnMII","likeBoris",-1357.55634972712
"281","al1","al3",-797.464192102976
"282","likeLucas","polAttention",-684.098802969849
"283","pidWeThey","pidInterestedOthers",-792.554811140821
"284","bestOnMII","conUnited",-945.02337290693
"285","electionInterest","changeView",-40.0286604180328
"286","personality_agreeableness","personality_openness",-13169.7760387501
"287","likeUKIP","euPriorityBalance",-486.51768563081
"288","redistCon","negotiationSpecifics_2",-94.7174604064603
"289","pidConnected","euID6",-465.080452937138
"290","euID6","euID3",-486.927454553006
"291","bestOnMII","lr1",-917.891097009931
"292","bestOnMII","UKsovereigntyPost",-637.57562363927
"293","redistUKIP","redistLD",-291.848591070513
"294","euMore","immigEcon",-253.279028080469
"295","bestOnMII","EUIntegrationUKIP",-1036.08537103033
"296","education","pContactEday_99",-2346.39171474034
"297","participation_4","participation_1",-492.259116310166
"298","bestOnMII","likeLucas",-1692.98179074057
"299","likeRudd","likeLucas",-274.815433462019
"300","bestOnMII","EUIntegrationLab",-1316.22792652411
"301","profile_work_stat","education",-1960.06579040829
"302","likeRudd","likeBoris",-1400.37866859608
"303","polAttention","infoSourceInternet",-446.705554528089
"304","competentLucas","competentFarage",-188.472962664673
"305","likeUKIP","competentFarage",-431.545829772222
"306","profile_eurefturnout","profile_turnout_2015",-352.774918205653
"307","likeLD","likeLab",-1706.12128269279
"308","ptvLD","likeLab",-1038.8050411122
"309","marital","personality_extraversion",-1246.64102349131
"310","lr4","lr5",-332.39598981259
"311","partyId","likeGrn",-1081.43194363917
"312","likeSNP","likeLD",-883.235982806975
"313","likeCon","partyIdStrength",-494.573350527538
"314","partyContactLab_3","partyContactLab",-1138.0040008349
"315","bestOnMII","effectsEUTerror",-732.290754782422
"316","redistGreen","EUIntegrationGreen",-613.020332338048
"317","likeUKIP","likeMay",-710.874363069568
"318","lr_scale","socialCare",-185.33045647759
"319","bestOnMII","econGenRetro",-1219.96297788806
"320","euLeaveVoice","handleEUNegotiate",-163.907459205526
"321","partyContactOtherParty","pContactEday_99",-1006.36359368635
"322","age","profile_education_age",-1272.03540535265
"323","effectsEUWorkers","effectsEUFinance",-404.929003306279
"324","ptvLD","ptvGrn",-858.847608673263
"325","profile_newspaper","al2",-966.131625316208
"326","profile_religion","profile_ethnicity",-2532.01250328769
"327","bestOnMII","labUnited",-1113.80110230196
"328","likeLD","likeGrn",-749.524511486234
"329","bestOnMII","effectsEUTrade",-981.509028575383
"330","partyContactCon","partyContactLD",-489.948743881872
"331","bestOnMII","al1",-974.838142860281
"332","pidInterestedOthers","euID2",-855.442181175167
"333","euID2","prefTradeoff",-139.112294690305
"334","negotiationSpecifics_none","expectAccess",-468.561304482246
"335","bestOnMII","effectsEUUnemployment",-930.580706747896
"336","competentFarron","likeFarron",-2303.73965630826
"337","euRefTurnoutRetro","genElecTurnoutRetro",-573.155727920128
"338","al5","lr2",-184.133683950145
"339","profile_education_age","profile_socialgrade_cie",-208.273646681773
"340","bestOnMII","competentLucas",-1303.71841819597
"341","natSecurityLD","gender",-404.792716472402
"342","bestOnMII","natSecuritySelf",-664.572013728306
"343","housing","profile_work_stat",-2301.36878587174
"344","polAttention","leftRight",-365.764614605563
"345","likeSturgeon","likeCorbyn",-445.931757659062
"346","integrityMay","integrityCorbyn",-2230.40782774477
"347","competentMay","integrityCorbyn",-744.838643555559
"348","grnUnited","natSecurityGrn",-448.516635850305
"349","infoSourcePaper","infoSourceRadio",-565.853075017752
"350","pidInterestedOthers","partyIdStrength",-470.79319410499
"351","euLeaveVoice","negotiationSpecifics_none",-90.2564686770438
"352","EUIntegrationSelf","EUIntegrationCon",-753.411667432723
"353","electionInterest","participation_4",-76.0172575341785
"354","partyId","pidConnected",-975.287308795901
"355","bestOnMII","effectsEUWorkers",-983.935537622092
"356","likeCon","ptvLab",-329.12518246824
"357","likeBoris","competentCorbyn",-226.01437548238
"358","competentLucas","likeFarron",-384.408679980566
"359","euMore","effectsEUImmigration",-200.923943020061
"360","immigCultural","familiesMore",-823.623077910306
"361","personality_conscientiousness","personality_neuroticism",-410.556552257578
"362","effectsEUWorkers","UKsovereigntyPost",-97.4513813907251
"363","bestOnMII","satDemUK",-656.214856495208
"364","bestOnMII","lr3",-804.774496997874
"365","bestOnMII","euLeaveBigBusiness",-1082.7471934159
"366","partyContactGrn","partyContactLD",-505.457870390938
"367","EUIntegrationLD","redistLD",-214.251300026946
"368","pidPraiseGood","euID7",-607.350170247359
"369","euID6","euID1",-133.498178828573
"370","pContactEday_99","partyContact1",-257.587031934641
"371","profile_education_age","anyUni",-894.334257116883
"372","likeBoris","competentFarage",-445.276191902987
"373","age","infoSourceInternet",-670.798979314764
"374","infoSourceTV","infoSourceInternet",-1770.62726693062
"375","partyId","pidCommonParty",-862.806877170246
"376","redistSelf","lr1",-1016.75204617444
"377","pidPraiseGood","pidInterestedOthers",-1032.18804986957
"378","pidMyParty","pidCriticiseParty",-637.887758701549
"379","likeLab","EUIntegrationLab",-472.143702079062
"380","effectsEUImmigration","effectsEUTrade",-767.678314315483
"381","bestOnMII","natSecurityCon",-2446.03701072799
"382","natSecuritySelf","natSecurityCon",-2054.27826948941
"383","marital","disability",-1286.50293079166
"384","bestOnMII","effectsEUEcon",-806.949636970508
"385","partyContactLab_2","partyContactLab_3",-650.474805995735
"386","bestOnMII","euPriorityBalance",-1087.52057154429
"387","likeRudd","integrityMay",-365.355888172016
"388","partyContactLab_4","partyContactLab_1",-379.094074598335
"389","effectsEUWorkers","al_scale",-208.929255975032
"390","electionInterest","ptvLab",-196.495198255274
"391","al5","policeCuts",-322.585457451591
"392","genElecTurnoutRetro","electionInterest",-384.381247023037
"393","generalElectionVote","partyContactUKIP",-1060.3130889858
"394","participation_4","participation_5",-388.585885932237
"395","bestOnMII","expectGoodConductGeneral",-454.279784910766
"396","lr2","prefTradeoff",-69.5573929248567
"397","education","gender",-1192.78481635669
"398","likeSturgeon","likeFarron",-583.284081727979
"399","partyContactLab_3","partyContactLab_4",-589.330015524243
"400","partyContactCon","partyContactUKIP",-334.211190415393
"401","participation_5","participation_2",-465.211587579033
"402","bestOnMII","integrityCorbyn",-1085.64224976186
"403","natSecuritySelf","redistCon",-69.5626889474079
"404","gender","al4",-507.533066928627
"405","partyContactDK","pContactEday_99",-819.851487028187
"406","grnUnited","EUIntegrationGreen",-137.706859125436
"407","polAttention","participation_3",-45.0216233940264
"408","handleEUNegotiate","controlImmig",-192.318829152391
"409","gor","partyContactNone",-841.375286377031
"410","bestOnMII","expectAccess",-833.994942378267
"411","profile_work_stat","econPersonalRetro",-758.003930523613
"412","lr4","lr1",-743.959906598022
"413","likeBoris","competentFarron",-369.491465241998
"414","pidCriticiseParty","euID3",-555.95739756171
"415","partyContactNone","partyContactLab_7",-941.403074536389
"416","partyContactLab_4","partyContactLab",-636.443542583285
"417","euRefTurnoutRetro","euRefVote",-147.384179365879
"418","bestOnMII","al3",-683.748087302076
"419","immigEcon","blackEquality",-63.6876158453961
"420","EUIntegrationUKIP","natSecurityLab",-403.944610786915
"421","anyUni","edlevel",-581.271908432929
"422","partyContactLab_4","partyContactLab_6",-299.799892473433
"423","EUIntegrationUKIP","UKsovereigntyPost",-210.889654666098
"424","noneuMore","studentsMore",-498.958021378938
"425","pidConnected","pidRuinDay",-242.116213256944
"426","polAttention","ldUnited",-87.72045665732
"427","econGenRetro","likeMay",-288.430300632055
"428","euLeaveBigBusiness","euRefDoOver",-208.402345131744
"429","polAttention","immigEcon",-407.139210290596
"430","polAttention","EUIntegrationUKIP",-233.715948878089
"431","polAttention","natSecurityLD",-179.562403925156
"432","pidMyParty","pidConnected",-411.283929218793
"433","euRefTurnoutRetro","partyContact1",-190.997409764979
"434","likeLab","partyIdStrength",-452.652609693152
"435","euLeaveBigBusiness","lr2",-125.960735189532
"436","bestOnMII","al5",-951.498421348646
"437","euID4","euID7",-3646.02566136629
"438","likeLucas","pidWeThey",-255.674069575507
"439","likeCon","lr_scale",-221.105658449364
"440","partyContactLab_5","participation_1",-439.970259711489
"441","EUIntegrationUKIP","negotiationSpecifics_2",-123.043870207672
"442","bestOnMII","infoSourceInternet",-488.716784713877
"443","immigCultural","profile_eurefvote",-163.199323908564
"444","pidWeThey","euID1",-373.49888890185
"445","bestOnMII","beliefTradeoff",-486.845898036569
"446","housing","personality_agreeableness",-821.048593912434
"447","voteMethoda","registered",-643.089296914824
"448","likeSturgeon","euLeaveScotIndep",-49.2682029559437
"449","ldUnited","ukipUnited",-519.106590215117
"450","ldUnited","conUnited",-1841.93059889656
"451","ptvCon","leftRight",-111.817905333359
"452","likeRudd","likeFarron",-190.715949564372
"453","bestOnMII","euLeaveVoice",-709.80112148101
"454","pContactEday_99","partyContactCon",-876.191793943466
"455","pContactEday_10","partyContactCon",-626.882220091942
"456","pContactEday_10","partyContact1",-139.052031446425
"457","partyContactLab_5","partyContactLab",-482.42332733862
"458","ptvCon","likeLab",-623.463618341091
"459","EUIntegrationCon","euID4",-50.1678641418839
"460","euID4","euID2",-400.506142518811
"461","infoSourceInternet","infoSourcePaper",-1311.46050536214
"462","bestOnMII","natSecurityGrn",-882.230104663686
"463","likeLucas","grnUnited",-159.27096021903
"464","econGenRetro","satDemUK",-200.19907645863
"465","handleEUNegotiate","conUnited",-281.3537050659
"466","reasonForVote","ptvCon",-923.932113245421
"467","likeLD","ptvGrn",-194.485675351832
"468","pidWeThey","pidPraiseGood",-3934.2034445427
"469","euLeaveVoice","effectsEUNHS",-317.091952594368
"470","personality_conscientiousness","personality_extraversion",-120.202670836166
"471","likeLD","EUIntegrationLD",-227.148208253449
"472","voteMethoda","marital",-1077.04280260943
"473","polAttention","redistCon",-21.7318744057848
"474","euLeaveBigBusiness","EUIntegrationCon",-231.069645736265
"475","al3","natSecuritySelf",-205.316115803187
"476","redistGreen","natSecurityUKIP",-221.711874597881
"477","redistLab","natSecurityCon",-292.052039104674
"478","EUIntegrationSelf","EUIntegrationLab",-521.181028045758
"479","bestOnMII","EUIntegrationLD",-918.901328642532
"480","euPriorityBalance","effectsEUTrade",-381.698292700814
"481","partyId","redistLab",-1036.64359106908
"482","bestOnMII","redistGreen",-1069.06587739878
"483","bestOnMII","natSecurityLD",-891.876554524977
"484","likeCon","likeRudd",-90.5671537869202
"485","housing","headHouseholdPast",-879.84925028716
"486","likeUKIP","likeBoris",-250.076268796067
"487","euID4","euID3",-502.166569734633
"488","negotiationSpecifics_3","negotiationSpecifics_none",-586.51624185619
"489","personality_openness","polAttention",-370.38474804908
"490","natSecurityLab","natSecurityGrn",-373.16966649222
"491","asylumMore","participation_4",-27.026879159901
"492","profile_past_vote_2015","pContactEday_10",-749.947855651248
"493","immigEcon","negotiationSpecifics_2",-78.248371681686
"494","likeLD","ldUnited",-113.566678947238
"495","bestOnMII","effectsEUFinance",-454.221329033106
"496","partyContactLab_2","partyContactLab_4",-416.411669465673
"497","bestOnMII","competentMay",-787.572017516053
"498","likeBoris","competentMay",-720.925440294057
"499","likeMay","competentMay",-511.540235605462
"500","al5","lr4",-112.09751238257
"501","lr_scale","lr3",-287.232986533178
"502","bestOnMII","redistUKIP",-556.81750286209
"503","asylumMore","likeLucas",-272.570321565014
"504","likeLucas","likeSturgeon",-1239.40320136047
"505","bestOnMII","euMore",-541.585654450726
"506","ldUnited","EUIntegrationLab",-207.296366361319
"507","euPriorityBalance","effectsEUEcon",-146.106116402821
"508","competentCorbyn","ptvLab",-811.012599925205
"509","polAttention","expectGoodConductGeneral",-125.777025993419
"510","profile_education_age","euRefVote",-347.891813946746
"511","partyId","bestOnMII",-3399.74978000783
"512","ptvCon","integrityMay",-119.963188233873
"513","euRefVote","likeUKIP",-433.600801883949
"514","al5","lr5",-167.619081766956
"515","immigCultural","likeLD",-160.789660234237
"516","bestOnMII","negotiationSpecifics_3",-357.814130508203
"517","EUIntegrationSelf","UKsovereigntyPost",-233.928864257126
"518","effectsEUWorkers","controlImmig",-59.7736239227452
"519","leftRight","socialCare",-129.529982028165
"520","infoSourcePeople","participation_5",-180.451687240598
"521","immigCultural","al1",-194.726238858508
"522","likeCon","EUIntegrationCon",-88.0797933327267
"523","profile_gross_personal","profile_socialgrade_cie",-226.370526962724
"524","immigEcon","effectsEUUnemployment",-54.3229711069871
"525","controlImmig","negotiationSpecifics_none",-237.203575881003
"526","likeUKIP","al2",-494.744547135422
"527","euPriorityBalance","euLeaveVoice",-225.725883822721
"528","redistUKIP","redistGreen",-1336.70653378834
"529","age","al4",-165.19732412522
"530","competentCorbyn","likeCorbyn",-1051.03738016493
"531","competentMay","likeCorbyn",-226.377770234882
"532","bestOnMII","redistLD",-788.536732678556
"533","likeLucas","likeNuttall",-420.126317459362
"534","likeLD","grnUnited",-51.1350639487428
"535","pidConnected","euID4",-170.419641245237
"536","negotiationSpecifics_3","changeView",-27.0760461463906
"537","al5","beliefTradeoff",-95.7239498870258
"538","age","profile_turnout_2015",-339.291227695503
"539","natSecuritySelf","lr2",-211.31330934912
"540","pidInterestedOthers","electionInterest",-308.205633253969
"541","personality_agreeableness","personality_neuroticism",-411.340124627524
"542","ptvLab","satDemUK",-152.492849314134
"543","age","al_scale",-240.440317160203
"544","prefTradeoff","partyContact1",-96.2315138414269
"545","pidCriticiseParty","pidCommonParty",-122.834171784809
"546","infoSourcePaper","infoSourcePeople",-212.494628278168
"547","age","infoSourceTV",-106.296628111966
